Timestamp,MagX,MagY,MagZ,AreaCode,LocationCode
1717674411628,-16.612501,-41.68125,-21.16875,B,B1
1717674412611,-15.993751,-42.787502,-18.900002,B,B1
1717674413626,-14.85,-44.025,-16.3875,B,B1
1717674414610,-13.25625,-45.225002,-14.025001,B,B1
1717674415632,-11.231251,-46.3125,-11.512501,B,B1
1717674416607,-9.76875,-47.081253,-9.9375,B,B1
1717674417628,-8.587501,-47.381252,-9.0375,B,B1
1717674418613,-8.08125,-47.79375,-8.08125,B,B1
1717674419627,-8.56875,-47.34375,-8.868751,B,B1
1717674420614,-9.618751,-45.956253,-11.94375,B,B1
1717674421623,-10.81875,-44.2125,-15.918751,B,B1
1717674422608,-12.6,-42.43125,-19.81875,B,B1
1717674424208,-15.075001,-40.36875,-24.018751,B,B1
1717674557414,-20.925001,-21.825,-28.500002,B,B2
1717674558412,-23.306252,-24.712502,-27.431252,B,B2
1717674559421,-23.962502,-23.962502,-28.368752,B,B2
1717674560411,-24.4125,-23.268751,-28.81875,B,B2
1717674561421,-24.468752,-22.1625,-29.268751,B,B2
1717674562413,-23.212502,-21.206251,-29.812502,B,B2
1717674563430,-19.931252,-20.325,-31.1625,B,B2
1717674564430,-15.806251,-20.38125,-32.1375,B,B2
1717674565431,-11.64375,-20.41875,-33.600002,B,B2
1717674566429,-8.15625,-19.462502,-35.7,B,B2
1717674567440,-6.39375,-19.85625,-36.768753,B,B2
1717674568424,-5.4375,-21.09375,-37.10625,B,B2
1717674569431,-4.8,-22.650002,-37.29375,B,B2
1717674570424,-5.175,-24.300001,-37.350002,B,B2
1717674571429,-7.5937505,-26.1,-36.581253,B,B2
1717674573319,-11.700001,-27.206251,-35.86875,B,B2
1717674574316,-15.656251,-28.125002,-34.55625,B,B2
1717674575320,-18.28125,-29.306252,-32.5125,B,B2
1717674576310,-19.5,-30.13125,-30.581251,B,B2
1717674577319,-20.1,-31.06875,-28.85625,B,B2
1717674578303,-20.53125,-32.15625,-27.35625,B,B2
1717674579318,-21.075,-33.206253,-25.800001,B,B2
1717674580305,-21.28125,-33.6375,-25.312502,B,B2
1717674581316,-20.643751,-33.318752,-25.725,B,B2
1717674582302,-20.2875,-33.131252,-26.56875,B,B2
1717674583325,-20.00625,-32.9625,-27.69375,B,B2
1717674586128,-19.48125,-32.4375,-29.2875,B,B2
1717674587104,-18.65625,-31.10625,-31.331251,B,B2
1717674588128,-17.868752,-29.75625,-33.1875,B,B2
1717674589101,-17.1,-28.5375,-34.912502,B,B2
1717674590119,-15.431251,-27.525002,-36.28125,B,B2
1717674591109,-11.925,-27.6375,-36.318752,B,B2
1717674592119,-7.33125,-28.331251,-35.268753,B,B2
1717674593106,-2.68125,-29.212502,-34.125,B,B2
1717674594117,1.8750001,-29.868752,-33.28125,B,B2
1717674595106,5.5125003,-29.60625,-33.6375,B,B2
1717674596125,7.4812503,-28.500002,-34.65,B,B2
1717674597103,7.8187504,-27.675001,-35.362503,B,B2
1717674598122,6.61875,-27.656252,-35.11875,B,B2
1717674599108,2.1937501,-27.825,-34.59375,B,B2
1717674600116,-2.625,-27.581251,-35.11875,B,B2
1717674601107,-7.8562503,-26.98125,-35.79375,B,B2
1717674602119,-12.7875,-26.475,-36.1875,B,B2
1717674603103,-16.9125,-26.925001,-35.550003,B,B2
1717674604125,-19.368752,-28.125002,-34.275,B,B2
1717674605102,-20.1,-29.00625,-33.318752,B,B2
1717674606122,-20.625,-29.437502,-32.643753,B,B2
1717674607108,-20.6625,-29.306252,-32.5875,B,B2
1717674608115,-21.13125,-28.9125,-32.5875,B,B2
1717674609105,-21.28125,-28.7625,-32.475002,B,B2
1717674610118,-21.73125,-29.306252,-31.706251,B,B2
1717674611103,-21.4125,-31.25625,-29.062502,B,B2
1717674612125,-18.65625,-33.9375,-25.500002,B,B2
1717674613103,-15.01875,-36.600002,-21.7875,B,B2
1717674614125,-11.3625,-39.318752,-18.16875,B,B2
1717674615100,-7.6875005,-42.05625,-14.55,B,B2
1717674616114,-3.9,-44.68125,-10.8,B,B2
1717674617107,-0.1875,-47.287502,-7.2187505,B,B2
1717674620234,3.6937501,-49.36875,-4.40625,B,B2
1717674621206,6.9,-49.987503,-3.3187501,B,B2
1717674622228,7.6875005,-49.912502,-3.2812502,B,B2
1717674623206,7.9875,-49.781254,-3.8812501,B,B2
1717674624224,8.137501,-49.781254,-4.275,B,B2
1717674625213,8.2875,-49.800003,-4.6125,B,B2
1717674626226,7.425,-49.968754,-4.6687503,B,B2
1717674627210,5.1937504,-49.968754,-4.78125,B,B2
1717674628222,2.7,-49.8375,-4.89375,B,B2
1717674629211,0.26250002,-49.7625,-5.08125,B,B2
1717674630229,-2.1937501,-49.66875,-5.08125,B,B2
1717674631208,-4.89375,-49.687504,-4.7250004,B,B2
1717674632228,-7.4625,-49.631252,-4.3875003,B,B2
1717674633215,-9.993751,-49.48125,-4.18125,B,B2
1717674634227,-12.13125,-49.050003,-4.6875,B,B2
1717674635213,-12.918751,-48.562504,-5.2125,B,B2
1717674636220,-12.31875,-48.281254,-5.2125,B,B2
1717674637209,-10.8,-47.90625,-4.7250004,B,B2
1717674638229,-8.83125,-47.49375,-4.21875,B,B2
1717674639208,-6.95625,-47.025,-3.6000001,B,B2
1717674640222,-5.025,-46.575,-3.05625,B,B2
1717674641214,-3.0937502,-46.2,-2.5125,B,B2
1717674643089,-0.65625,-45.99375,-1.63125,B,B2
1717674644074,1.81875,-45.975002,-0.52500004,B,B2
1717674646195,3.2625,-45.84375,0.13125001,B,B2
1717674647179,3.7500002,-45.768753,0.28125,B,B2
1717674648320,4.0875,-45.7125,0.1875,B,B2
1717674649309,5.1375003,-45.525,-0.61875004,B,B2
1717674650328,7.0125003,-44.850002,-2.11875,B,B2
1717674651308,9.0375,-43.96875,-3.9562502,B,B2
1717674652323,11.08125,-43.10625,-5.775,B,B2
1717674653306,13.200001,-42.206253,-7.6312504,B,B2
1717674654323,15.281251,-41.362503,-9.356251,B,B2
1717674656335,17.306252,-40.443752,-11.3625,B,B2
1717674657311,19.03125,-39.112503,-14.00625,B,B2
1717674658333,20.268751,-38.193752,-15.825001,B,B2
1717674659308,20.38125,-37.631252,-17.475,B,B2
1717674660324,20.550001,-37.3875,-18.487501,B,B2
1717674661315,20.737501,-37.143753,-19.5375,B,B2
1717674662323,20.8125,-36.9,-20.643751,B,B2
1717674663316,20.831251,-36.600002,-21.900002,B,B2
1717674664324,20.737501,-36.225002,-23.0625,B,B2
1717674665309,19.575,-35.79375,-24.6,B,B2
1717674666333,17.081251,-34.95,-26.718752,B,B2
1717674667308,14.45625,-34.2,-28.368752,B,B2
1717674668330,11.4375,-33.3375,-30.2625,B,B2
1717674669318,8.418751,-32.475002,-32.15625,B,B2
1717674670325,5.4187503,-31.706251,-34.0125,B,B2
1717674671315,2.4750001,-31.0125,-35.775,B,B2
1717674672324,-0.3375,-30.431252,-37.3125,B,B2
1717674673829,-1.9875001,-30.4125,-37.66875,B,B2
1717674675327,-2.5500002,-30.581251,-37.5,B,B2
1717674676302,-2.625,-30.656252,-37.18125,B,B2
1717674677325,-2.5687501,-30.768751,-37.068752,B,B2
1717674678691,-2.5687501,-30.843752,-36.91875,B,B2
1717674680431,-2.5875,-30.862501,-36.862503,B,B2
1717674681512,-2.68125,-30.843752,-36.675003,B,B2
1717674682504,-3.6750002,-31.1625,-36.24375,B,B2
1717674683524,-5.1375003,-31.35,-35.831253,B,B2
1717674684505,-6.80625,-31.593752,-35.325,B,B2
1717674685522,-8.55,-32.006252,-34.7625,B,B2
1717674686511,-10.33125,-32.456253,-34.050003,B,B2
1717674687524,-12.39375,-33.300003,-32.662502,B,B2
1717674688509,-14.587501,-34.4625,-30.112501,B,B2
1717674689523,-15.918751,-36.131252,-26.268751,B,B2
1717674690505,-13.725,-37.36875,-22.21875,B,B2
1717674691527,-9.918751,-38.2125,-18.825,B,B2
1717674692508,-6.3750005,-38.775,-15.618751,B,B2
1717674693524,-2.4562502,-39.09375,-12.656251,B,B2
1717674694515,1.8000001,-39.3375,-10.1625,B,B2
1717674695524,6.6000004,-39.018753,-8.64375,B,B2
1717674696510,11.6625,-38.30625,-8.45625,B,B2
1717674697523,16.03125,-37.050003,-9.8625,B,B2
1717674698508,17.737501,-35.90625,-11.6625,B,B2
1717674699532,18.337502,-35.175003,-12.937501,B,B2
1717674700507,19.3875,-34.65,-14.400001,B,B2
1717674701523,19.95,-34.256252,-15.95625,B,B2
1717674702505,19.63125,-33.6375,-17.75625,B,B2
1717674703521,18.975,-32.90625,-20.19375,B,B2
1717674704511,17.2875,-31.650002,-23.118752,B,B2
1717674705518,15.187501,-30.150002,-26.2875,B,B2
1717674706509,13.44375,-28.650002,-29.550001,B,B2
1717674707519,11.962501,-27.187502,-32.5875,B,B2
1717674708507,10.425,-25.743752,-35.49375,B,B2
1717674709524,9.01875,-24.2625,-38.175003,B,B2
1717674710501,7.93125,-23.90625,-39.65625,B,B2
1717674711525,6.39375,-24.768751,-39.787502,B,B2
1717674712512,4.2375,-25.7625,-39.318752,B,B2
1717674713522,1.7437501,-26.925001,-38.30625,B,B2
1717674714508,-1.63125,-28.10625,-37.068752,B,B2
1717674715517,-5.5875,-29.175001,-35.86875,B,B2
1717674716508,-9.4875,-30.487501,-34.443752,B,B2
1717674717525,-13.44375,-32.25,-32.5125,B,B2
1717674718505,-16.800001,-33.225002,-31.087502,B,B2
1717674719523,-19.725,-33.037502,-30.112501,B,B2
1717674720504,-20.90625,-33.0,-28.9125,B,B2
1717674721525,-21.487501,-32.925003,-27.618752,B,B2
1717674722510,-21.65625,-32.737503,-26.400002,B,B2
1717674723523,-21.581251,-32.662502,-25.237501,B,B2
1717674724506,-21.54375,-32.34375,-24.2625,B,B2
1717674725526,-21.337502,-31.66875,-23.737501,B,B2
1717674726505,-21.45,-30.956251,-23.23125,B,B2
1717674727523,-21.618752,-30.4125,-22.59375,B,B2
1717674728501,-22.087502,-30.375002,-21.6,B,B2
1717674729522,-22.40625,-30.50625,-20.737501,B,B2
1717674730508,-22.275002,-31.556252,-19.3875,B,B2
1717674731524,-20.60625,-33.91875,-16.48125,B,B2
1717674732510,-16.743752,-36.393753,-13.51875,B,B2
1717674733523,-12.675,-38.850002,-10.89375,B,B2
1717674734504,-8.15625,-41.1375,-8.15625,B,B2
1717674735525,-3.24375,-43.256252,-6.01875,B,B2
1717674736504,1.5375,-45.1875,-4.2937503,B,B2
1717674737524,5.7562504,-47.193752,-2.53125,B,B2
1717674738511,9.618751,-48.43125,-1.29375,B,B2
1717674739519,11.925,-48.35625,-1.3687501,B,B2
1717674740508,12.13125,-48.187504,-1.5937501,B,B2
1717674741519,12.056251,-47.98125,-1.63125,B,B2
1717674742509,11.55,-47.90625,-1.8000001,B,B2
1717674743532,10.837501,-48.075,-1.48125,B,B2
1717674744503,10.40625,-48.15,-1.1625,B,B2
1717674745516,10.3125,-48.15,-0.975,B,B2
1717674746505,9.918751,-48.131252,-0.7875,B,B2
1717674747512,9.543751,-47.662502,-0.63750005,B,B2
1717674748511,9.65625,-46.631252,-0.99375004,B,B2
1717674749519,9.806251,-45.5625,-1.2,B,B2
1717674750507,9.95625,-44.5125,-1.35,B,B2
1717674751517,10.33125,-43.36875,-1.7625,B,B2
1717674752504,11.25,-42.0,-3.9,B,B2
1717674753524,12.281251,-40.40625,-6.6375003,B,B2
1717674754505,13.668751,-38.925003,-9.356251,B,B2
1717674755525,15.000001,-37.93125,-12.150001,B,B2
1717674756510,15.843751,-37.4625,-14.137501,B,B2
1717674757522,16.63125,-37.125,-16.237501,B,B2
1717674758512,17.456251,-36.787502,-18.375,B,B2
1717674759923,18.018751,-36.54375,-20.25,B,B2
1717674760902,18.0,-36.581253,-20.34375,B,B2
1717674761922,18.2625,-36.768753,-19.087502,B,B2
1717674762904,17.681252,-36.9375,-16.25625,B,B2
1717674763919,16.875,-36.787502,-13.33125,B,B2
1717674764907,16.66875,-37.350002,-10.81875,B,B2
1717674765915,16.59375,-36.73125,-10.8,B,B2
1717674766905,15.1125,-34.29375,-13.1625,B,B2
1717674767916,13.593751,-31.725,-15.618751,B,B2
1717674768907,12.50625,-28.931252,-18.112501,B,B2
1717674959337,14.681251,-3.80625,-28.3875,C,C1
1717674960316,15.656251,-4.21875,-28.725,C,C1
1717674961332,15.7875,-3.0,-28.3875,C,C1
1717674962323,15.8625,-5.4,-27.712502,C,C1
1717674963331,15.750001,-7.275,-28.781252,C,C1
1717674964326,14.887501,-8.475,-30.225,C,C1
1717674965332,13.481251,-10.837501,-31.0125,C,C1
1717674966324,12.50625,-12.562501,-31.725,C,C1
1717674967332,11.38125,-15.075001,-32.850002,C,C1
1717674968324,10.05,-17.475,-33.862503,C,C1
1717674969333,8.868751,-20.2875,-35.025,C,C1
1717674970322,7.4812503,-21.393751,-36.693752,C,C1
1717674971324,6.05625,-22.087502,-37.331253,C,C1
1717674972325,5.4,-22.81875,-37.59375,C,C1
1717674973328,5.4375,-22.143751,-38.081253,C,C1
1717674974329,5.30625,-21.46875,-38.49375,C,C1
1717674975343,5.2125,-20.868752,-38.831253,C,C1
1717674976341,5.1375003,-20.175001,-39.2625,C,C1
1717674977347,4.93125,-19.556252,-39.6375,C,C1
1717674978324,5.0062504,-19.29375,-39.7125,C,C1
1717674979345,5.175,-19.40625,-39.825,C,C1
1717674980340,5.3812504,-19.95,-39.5625,C,C1
1717674981346,6.2812505,-20.962502,-39.131252,C,C1
1717674982327,7.1625004,-22.21875,-38.4375,C,C1
1717674983334,7.36875,-23.34375,-37.78125,C,C1
1717674984326,7.4062505,-24.487501,-37.10625,C,C1
1717674985348,7.2937503,-25.706251,-36.45,C,C1
1717674986328,7.18125,-26.56875,-35.98125,C,C1
1717674987332,7.2937503,-27.112501,-35.5875,C,C1
1717674988323,7.1625004,-27.31875,-35.30625,C,C1
1717674989342,6.4125004,-27.225,-35.193752,C,C1
1717674990328,5.775,-26.925001,-35.30625,C,C1
1717674991340,5.775,-26.79375,-35.362503,C,C1
1717674992325,5.83125,-26.775002,-35.381252,C,C1
1717674993346,5.8875003,-26.7,-35.49375,C,C1
1717674995735,5.9812503,-26.79375,-35.5125,C,C1
1717674996708,5.925,-26.94375,-35.5125,C,C1
1717674997732,5.775,-27.018751,-35.550003,C,C1
1717674998709,5.30625,-27.018751,-35.71875,C,C1
1717674999729,4.875,-26.962502,-35.8125,C,C1
1717675000715,4.4812503,-26.98125,-35.9625,C,C1
1717675001728,4.14375,-26.925001,-36.075,C,C1
1717675002713,3.9750001,-26.85,-36.16875,C,C1
1717675004291,3.6750002,-26.868752,-36.09375,C,C1
1717675005532,3.35625,-26.868752,-36.131252,C,C1
1717675006509,3.1312501,-26.85,-36.24375,C,C1
1717675007535,3.1312501,-26.8875,-36.225002,C,C1
1717675008513,3.1125002,-26.8875,-36.24375,C,C1
1717675010229,3.0937502,-26.868752,-36.24375,C,C1
1717675011210,3.0937502,-26.8875,-36.2625,C,C1
1717675012230,3.0937502,-26.925001,-36.2625,C,C1
1717675013220,3.1312501,-26.906252,-36.375,C,C1
1717675014629,3.1875002,-26.925001,-36.393753,C,C1
1717675015932,3.24375,-26.94375,-36.35625,C,C1
1717675016913,3.3750002,-26.962502,-36.2625,C,C1
1717675017928,3.9375002,-27.337502,-35.850002,C,C1
1717675018916,4.275,-27.562502,-35.49375,C,C1
1717675019929,3.6000001,-27.900002,-35.100002,C,C1
1717675020915,2.34375,-28.48125,-34.48125,C,C1
1717675021916,0.65625,-29.7,-33.05625,C,C1
1717675022915,-1.03125,-31.143751,-31.406252,C,C1
1717675023918,-2.775,-32.60625,-29.7,C,C1
1717675024908,-4.5750003,-34.162502,-27.843752,C,C1
1717675025921,-6.61875,-35.568752,-26.268751,C,C1
1717675026920,-8.775001,-37.350002,-24.281252,C,C1
1717675027925,-10.35,-39.16875,-22.275002,C,C1
1717675028918,-11.34375,-40.518753,-20.8125,C,C1
1717675029932,-11.981251,-41.2125,-20.118752,C,C1
1717675030915,-12.58125,-41.71875,-19.63125,C,C1
1717675031931,-13.200001,-42.2625,-19.143751,C,C1
1717675032912,-13.725,-42.61875,-18.88125,C,C1
1717675033938,-14.56875,-42.862503,-18.65625,C,C1
1717675034912,-15.150001,-42.80625,-18.7875,C,C1
1717675035931,-15.31875,-42.61875,-18.900002,C,C1
1717675036919,-15.450001,-42.6375,-18.825,C,C1
1717675037933,-15.50625,-42.65625,-18.69375,C,C1
1717675038915,-15.618751,-42.65625,-18.65625,C,C1
1717675040228,-15.712501,-42.73125,-18.54375,C,C1
1717675041206,-15.637501,-42.80625,-18.16875,C,C1
1717675042223,-15.543751,-42.73125,-17.493752,C,C1
1717675043207,-15.50625,-42.318752,-16.78125,C,C1
1717675044221,-15.4125,-41.79375,-16.29375,C,C1
1717675045209,-15.281251,-41.34375,-15.69375,C,C1
1717675046223,-15.13125,-40.95,-15.056251,C,C1
1717675047210,-15.150001,-40.55625,-14.343751,C,C1
1717675048221,-15.337501,-39.881252,-13.9125,C,C1
1717675049211,-15.637501,-39.28125,-13.6125,C,C1
1717675050224,-15.7875,-38.8875,-13.5375,C,C1
1717675053813,-15.731251,-38.943752,-13.51875,C,C1
1717675055386,-15.675,-39.09375,-13.2375,C,C1
1717675056829,-15.69375,-39.15,-13.05,C,C1
1717675057804,-15.731251,-39.1875,-12.900001,C,C1
1717675059286,-15.6,-39.24375,-12.825001,C,C1
1717675060271,-15.281251,-39.525,-12.58125,C,C1
1717675062436,-15.093751,-39.675003,-12.168751,C,C1
1717675063990,-15.075001,-39.825,-12.056251,C,C1
1717675065212,-15.225,-39.787502,-11.868751,C,C1
1717675066205,-15.39375,-39.375,-11.606251,C,C1
1717675067227,-15.8625,-38.006252,-10.875,C,C1
1717675068202,-15.450001,-36.768753,-8.90625,C,C1
1717675069218,-12.375001,-35.643753,-6.5062504,C,C1
1717675070208,-7.9875,-33.46875,-5.5687504,C,C1
1717675071220,-3.3375,-31.181252,-5.0437503,C,C1
1717675072209,1.5187501,-28.743752,-4.2937503,C,C1
1717675073731,6.43125,-26.456251,-3.6375,C,C1
1717675074705,11.231251,-24.562502,-3.075,C,C1
1717675075713,16.3875,-23.60625,-2.9625,C,C1
1717675076713,20.71875,-22.48125,-4.0687504,C,C1
1717675078189,22.40625,-21.206251,-5.5875,C,C1
1717675081821,22.725,-20.962502,-5.775,C,C1
1717675082800,22.875,-20.85,-5.8500004,C,C1
1717675083823,22.893751,-20.775002,-5.9812503,C,C1
1717675084801,22.85625,-20.6625,-6.24375,C,C1
1717675085820,22.5,-21.243752,-6.6000004,C,C1
1717675086808,21.73125,-22.368752,-7.7250004,C,C1
1717675087822,20.868752,-23.587502,-8.700001,C,C1
1717675088806,19.9125,-24.54375,-9.993751,C,C1
1717675089814,18.993752,-25.3875,-11.306251,C,C1
1717675090802,18.056252,-26.41875,-12.562501,C,C1
1717675091826,17.15625,-27.45,-13.781251,C,C1
1717675092802,16.3875,-28.500002,-14.775001,C,C1
1717675094292,16.087502,-28.875002,-15.8625,C,C1
1717675097223,16.050001,-28.743752,-16.143751,C,C1
1717675098209,16.087502,-28.462502,-16.5,C,C1
1717675099227,16.10625,-28.44375,-16.575,C,C1
1717675100206,16.25625,-28.612501,-16.575,C,C1
1717675101229,16.3875,-28.500002,-17.23125,C,C1
1717675102215,16.556252,-28.125002,-18.6375,C,C1
1717675103220,16.3125,-28.0125,-20.175001,C,C1
1717675104210,14.418751,-28.556252,-20.4375,C,C1
1717675105219,10.9125,-29.212502,-20.962502,C,C1
1717675106208,9.1125,-30.2625,-21.0,C,C1
1717675107224,7.9875,-31.181252,-21.0,C,C1
1717675108205,7.05,-32.025,-20.962502,C,C1
1717675109228,6.24375,-32.98125,-20.306252,C,C1
1717675110207,5.3250003,-34.237503,-18.975,C,C1
1717675111220,4.8,-35.193752,-17.550001,C,C1
1717675112626,6.01875,-35.456253,-17.34375,C,C1
1717675115031,8.83125,-35.60625,-16.893751,C,C1
1717675115970,9.95625,-35.456253,-17.00625,C,C1
1717675117938,10.462501,-35.4375,-17.118752,C,C1
1717675120226,10.668751,-35.41875,-17.25,C,C1
1717675121206,10.70625,-35.4375,-17.34375,C,C1
1717675122188,10.856251,-35.475002,-17.38125,C,C1
1717675123732,11.137501,-35.4,-17.53125,C,C1
1717675125923,11.38125,-35.325,-17.643751,C,C1
1717675126907,11.83125,-35.0625,-18.075,C,C1
1717675127925,12.543751,-34.631252,-19.462502,C,C1
1717675128902,12.95625,-34.0875,-21.2625,C,C1
1717675129924,13.556251,-33.35625,-23.00625,C,C1
1717675130911,14.2875,-32.568752,-24.937502,C,C1
1717675131924,14.94375,-31.650002,-26.831251,C,C1
1717675133822,15.337501,-30.88125,-28.743752,C,C1
1717675134803,15.562501,-30.243752,-30.468752,C,C1
1717675135823,15.468751,-29.775002,-31.9125,C,C1
1717675136803,14.64375,-29.531252,-32.475002,C,C1
1717675137810,13.35,-29.268751,-32.86875,C,C1
1717675138807,11.85,-29.156252,-33.28125,C,C1
1717675139810,10.2375,-29.118752,-33.600002,C,C1
1717675140804,8.606251,-29.175001,-33.9,C,C1
1717675141807,7.0875,-29.268751,-34.125,C,C1
1717675142805,5.6062503,-29.212502,-34.443752,C,C1
1717675143814,4.3500004,-29.212502,-34.725002,C,C1
1717675145480,3.6562502,-29.118752,-35.081253,C,C1
1717675146506,3.4875002,-29.118752,-35.11875,C,C1
1717675147514,3.2250001,-29.250002,-35.175003,C,C1
1717675148813,2.8312502,-29.38125,-35.2125,C,C1
1717675149800,1.575,-29.6625,-35.11875,C,C1
1717675150822,-0.5625,-30.487501,-34.36875,C,C1
1717675151801,-2.625,-32.2125,-32.456253,C,C1
1717675152821,-4.4812503,-34.0875,-30.206251,C,C1
1717675153798,-6.3187504,-35.9625,-27.393751,C,C1
1717675154816,-7.7625003,-37.3125,-24.675001,C,C1
1717675155804,-9.1125,-38.49375,-21.91875,C,C1
1717675156819,-10.33125,-39.675003,-19.181252,C,C1
1717675157804,-10.668751,-40.6875,-16.5,C,C1
1717675158826,-10.181251,-41.2125,-14.531251,C,C1
1717675159800,-9.825001,-40.8375,-13.70625,C,C1
1717675160817,-9.6,-40.275,-13.25625,C,C1
1717675161801,-9.5625,-39.73125,-13.14375,C,C1
1717675162820,-9.637501,-39.600002,-12.843751,C,C1
1717675163806,-9.88125,-39.45,-12.13125,C,C1
1717675164820,-9.337501,-39.037502,-10.200001,C,C1
1717675165800,-7.0875,-37.912502,-8.2875,C,C1
1717675166818,-3.6375,-35.60625,-7.6125,C,C1
1717675167802,-0.075,-33.206253,-7.1062503,C,C1
1717675168819,3.4875002,-30.7875,-6.6375003,C,C1
1717675169800,7.1062503,-28.406252,-6.3375,C,C1
1717675170816,10.59375,-26.2875,-5.9625,C,C1
1717675171799,14.175,-24.281252,-6.01875,C,C1
1717675172817,16.95,-22.556252,-7.2562504,C,C1
1717675173804,17.60625,-21.5625,-8.64375,C,C1
1717675329910,22.35,-11.19375,-11.493751,C,C2
1717675330907,22.556252,-10.14375,-17.456251,C,C2
1717675331904,22.706251,-12.900001,-19.743752,C,C2
1717675332904,22.03125,-13.9125,-21.69375,C,C2
1717675333909,18.956251,-12.69375,-24.018751,C,C2
1717675334897,13.06875,-12.6,-24.6375,C,C2
1717675335922,7.65,-13.406251,-23.868752,C,C2
1717675336917,3.15,-13.9125,-23.081251,C,C2
1717675337924,-3.0187502,-14.437501,-24.056252,C,C2
1717675338916,-9.01875,-15.31875,-23.6625,C,C2
1717675339919,-14.981251,-15.093751,-23.025002,C,C2
1717675340910,-20.53125,-15.31875,-21.806252,C,C2
1717675341911,-24.4125,-16.650002,-19.9125,C,C2
1717675342917,-25.3875,-17.41875,-18.69375,C,C2
1717675343920,-25.35,-17.400002,-18.6,C,C2
1717675344907,-24.956251,-17.41875,-18.768751,C,C2
1717675345920,-24.656252,-17.681252,-18.712502,C,C2
1717675346918,-24.487501,-17.90625,-18.525002,C,C2
1717675347915,-24.35625,-18.225,-18.31875,C,C2
1717675348918,-24.018751,-18.581251,-17.8125,C,C2
1717675349910,-23.6625,-19.143751,-16.95,C,C2
1717675350902,-23.5125,-19.6875,-16.237501,C,C2
1717675351919,-23.5125,-20.025002,-15.900001,C,C2
1717675352900,-23.0625,-19.35,-16.81875,C,C2
1717675353922,-21.13125,-18.4125,-18.54375,C,C2
1717675354898,-16.650002,-18.243752,-21.0,C,C2
1717675355921,-11.26875,-18.84375,-23.1375,C,C2
1717675356901,-6.01875,-19.7625,-25.3875,C,C2
1717675357919,-0.95625,-20.456251,-28.06875,C,C2
1717675358902,4.0125003,-21.0,-30.862501,C,C2
1717675359918,9.150001,-21.675001,-33.412502,C,C2
1717675360898,14.043751,-23.41875,-34.612503,C,C2
1717675361920,17.681252,-25.575,-34.55625,C,C2
1717675362898,18.7875,-27.0375,-33.9,C,C2
1717675363922,18.956251,-27.562502,-33.6375,C,C2
1717675364904,19.050001,-27.468752,-33.7125,C,C2
1717675365922,19.368752,-27.431252,-33.65625,C,C2
1717675366903,19.9125,-27.862501,-33.075,C,C2
1717675367919,20.025002,-29.79375,-30.806252,C,C2
1717675368900,18.056252,-32.662502,-27.337502,C,C2
1717675369923,15.075001,-35.53125,-24.112501,C,C2
1717675370900,11.981251,-38.25,-21.056252,C,C2
1717675371920,8.90625,-40.95,-18.112501,C,C2
1717675372897,5.7937503,-43.59375,-15.168751,C,C2
1717675373914,2.5875,-46.3125,-12.13125,C,C2
1717675374903,-0.71250004,-48.7125,-9.262501,C,C2
1717675375916,-3.7125,-49.66875,-7.9125004,C,C2
1717675376903,-4.74375,-49.631252,-7.8562503,C,C2
1717675377909,-5.0625,-49.48125,-7.93125,C,C2
1717675378898,-5.3250003,-49.406254,-7.70625,C,C2
1717675379921,-5.68125,-49.312504,-7.4812503,C,C2
1717675380899,-5.9625,-49.256252,-7.33125,C,C2
1717675381919,-6.2625003,-49.18125,-7.1625004,C,C2
1717675382904,-6.3750005,-49.10625,-7.0875,C,C2
1717675384626,-6.3562503,-49.125004,-7.05,C,C2
1717675385602,-6.3562503,-49.143753,-6.95625,C,C2
1717675386630,-6.3187504,-49.18125,-6.8812504,C,C2
1717675388227,-6.3187504,-49.18125,-6.8625,C,C2
1717675389200,-6.39375,-49.218754,-6.675,C,C2
1717675390219,-6.675,-49.237503,-6.3375,C,C2
1717675391208,-6.20625,-49.0125,-6.0,C,C2
1717675392220,-4.74375,-48.35625,-5.9625,C,C2
1717675393208,-2.0062501,-47.100002,-6.9187503,C,C2
1717675394219,1.3312501,-45.61875,-8.6625,C,C2
1717675395204,5.025,-43.575,-11.025001,C,C2
1717675396227,8.231251,-40.162502,-14.7375,C,C2
1717675397204,10.8,-36.3375,-19.03125,C,C2
1717675398225,13.51875,-32.5125,-23.362501,C,C2
1717675399203,15.375001,-28.9125,-27.88125,C,C2
1717675400223,16.087502,-25.687502,-32.2125,C,C2
1717675401208,15.468751,-23.081251,-35.4,C,C2
1717675402214,14.26875,-20.71875,-37.85625,C,C2
1717675403205,12.637501,-18.88125,-39.768753,C,C2
1717675404217,11.55,-18.431252,-40.3125,C,C2
1717675405204,11.19375,-18.393751,-40.40625,C,C2
1717675406222,10.59375,-18.243752,-40.65,C,C2
1717675407200,10.05,-18.206251,-40.800003,C,C2
1717675408222,9.84375,-18.2625,-40.85625,C,C2
1717675409199,9.69375,-18.431252,-40.95,C,C2
1717675410222,9.4875,-18.6375,-41.23125,C,C2
1717675411207,9.262501,-18.956251,-41.1375,C,C2
1717675412213,8.231251,-19.3125,-41.568752,C,C2
1717675413203,6.80625,-19.81875,-42.318752,C,C2
1717675414223,4.18125,-20.4375,-42.61875,C,C2
1717675415204,0.22500001,-21.243752,-41.90625,C,C2
1717675416225,-3.7500002,-22.59375,-41.34375,C,C2
